"med" "estup_psicot"
"2973" "BRAINAL" FALSE
"2974" "ENALAPRIL GHS" FALSE
"2975" "MOTILIUM" FALSE
"2976" "VIMOVO" FALSE
"2977" "HEMICRANEAL" FALSE
"2978" "GEPEX" FALSE
"2979" "REACTINE LEVOCABASTINA" FALSE
"2980" "ATOVACUONA HIDROCLORURO PROGUANIL" FALSE
"2981" "RESPIBIEN FRESHMINT" FALSE
"2982" "SALINA FISIOLOGICA" FALSE
"2983" "DULCOLAXO" FALSE
"2984" "CELESTODERM" FALSE
"2985" "CEFALEXINA" FALSE
"2986" "TOVANOR BREEZHALER" FALSE
"2987" "ACTIKERALL" FALSE
"2988" "STIVARGA" FALSE
"2989" "ATOLAXANT" FALSE
"2990" "PROLIA" FALSE
"2991" "TOBRADEX" FALSE
"2992" "SUERORAL HIPOSODICO" FALSE
"2993" "OTEZLA" FALSE
"2994" "BICALUTAMIDA NORMOGEN" FALSE
"2995" "TRECLINAC" FALSE
"2996" "ALDOSOMNIL" TRUE
"2997" "RELESTAT" FALSE
"2998" "SOGILEN" FALSE
"2999" "GRIPALNORM" FALSE
"3000" "CYSTUROL" FALSE
"3001" "TRAVOPROST TIMOLOL" FALSE
"3002" "KYNTHEUM" FALSE
"3003" "VIACORLIX" FALSE
"3004" "ROLUFTA ELLIPTA" FALSE
"3005" "OMNILAX" FALSE
"3006" "RUPATADINA DESGEN" FALSE
"3007" "ACTROMADOL" FALSE
"3008" "NORMOFIT" FALSE
"3009" "TENORMIN" FALSE
"3010" "ANAMAP" FALSE
"3011" "GELOCATIL FENILEFRINA" FALSE
"3012" "DOLODENS" TRUE
"3013" "DOLMEN" TRUE
"3014" "FLOGOPATCH" FALSE
"3015" "LOPERAMIDA" FALSE
"3016" "NUBEQA" FALSE
"3017" "DURATIL" FALSE
"3018" "ADALAT" FALSE
"3019" "CENTILUX" FALSE
"3020" "PROSCAR" FALSE
"3021" "EPANUTIN" FALSE
"3022" "RECIGARUM" FALSE
"3023" "AREXVY" FALSE
"3024" "DOLOVANZ" FALSE
"3025" "ALVESCO" FALSE
"3026" "PRIMOBOLAN DEPOT" FALSE
"3027" "OFTALMOLOSA CUSI PREDNISONA NEOMICINA" FALSE
"3028" "TEBETANE" FALSE
"3029" "VIBRACINA" FALSE
"3030" "DOLOVOLTAREN" FALSE
"3031" "VENORUTON OXERUTINAS" FALSE
"3032" "RENNIE" FALSE
"3033" "BECLOFORTE" FALSE
"3034" "METICEL" FALSE
"3035" "INASPIR" FALSE
"3036" "DOXIUM" FALSE
"3037" "BRIMONIDINA" FALSE
"3038" "SOLUDRONATE" FALSE
"3039" "TUTUKON" FALSE
"3040" "INTERCOLD" FALSE
"3041" "IDASAL" FALSE
"3042" "APOXOL" FALSE
"3043" "PANTECTA" FALSE
"3044" "HUMULINA NPH KWIKPEN" FALSE
"3045" "NAVALEM" FALSE
"3046" "RISPERIDONA FARMALID" FALSE
"3047" "RENAGEL" FALSE
"3048" "CUPRIPEN" FALSE
"3049" "BRALTUS" FALSE
"3050" "RYTMONORM" FALSE
"3051" "CAPECITABINA GLENMARK" FALSE
"3052" "DYNEXAN" FALSE
"3053" "BEXIDERMIL" FALSE
"3054" "ESBERIVEN" FALSE
"3055" "BUSCOPRESC" FALSE
"3056" "GRANISETRON" FALSE
"3057" "PROVOCHOLINE" FALSE
"3058" "KLISYRI" FALSE
"3059" "LORNOXICAM" FALSE
"3060" "ERELAN" FALSE
"3061" "DUKORAL" FALSE
"3062" "MULTIBIC HEMODIALISIS HEMOFILTRACION" FALSE
"3063" "CODEFFERALGAN" TRUE
"3064" "AIMOVIG" FALSE
"3065" "ORUDIS" FALSE
"3066" "LUNDEOS" FALSE
"3067" "PROSTUROL" FALSE
"3068" "SALBUTAMOL CLICKHALER" FALSE
"3069" "LOCETAR" FALSE
"3070" "NUSTENDI" FALSE
"3071" "BRAFTOVI" FALSE
"3072" "SETLONA" FALSE
"3073" "CASODEX" FALSE
"3074" "SERTRALINA DAVUR" FALSE
"3075" "DILTIWAS" FALSE
"3076" "METOTREXATO" FALSE
"3077" "SONDELBAY" FALSE
"3078" "AMARYL" FALSE
"3079" "DULSUEÑOS" FALSE
"3080" "AMNIOLINA" FALSE
"3081" "BLISSEL" FALSE
"3082" "MYCOSTATIN" FALSE
"3083" "DROGLICAN" FALSE
"3084" "DROSBELALLEFLEX" FALSE
"3085" "LAGROBEN" FALSE
"3086" "FENDRIX" FALSE
"3087" "ILVICO" FALSE
"3088" "URSITAN" FALSE
"3089" "VASELINA" FALSE
"3090" "COLPOTROFIN" FALSE
"3091" "STIMOL" FALSE
"3092" "EVENITY" FALSE
"3093" "CAOSINA" FALSE
"3094" "ANACLOSIL" FALSE
"3095" "CEFTRIAXONA QILU" FALSE
"3096" "CIRCADIN" FALSE
"3097" "ALEUDRINA" FALSE
"3098" "DOXICLAT" FALSE
"3099" "IBUPROFENO ARGININA CODRAMOL" FALSE
"3100" "HEMOAL" FALSE
"3101" "IVERGALEN" FALSE
"3102" "TRANEXAMICO" FALSE
"3103" "ASTUCOR" FALSE
"3104" "CALCIAL" FALSE
"3105" "ARIPIPRAZOL GENERICOS" FALSE
"3106" "PSICOCEN" FALSE
"3107" "RELISTOR" FALSE
"3108" "AERORED" FALSE
"3109" "ACARBOSA" FALSE
"3110" "SINEQUAN" FALSE
"3111" "AZITROMICINA AUXIL" FALSE
"3112" "AMIODARONA" FALSE
"3113" "INTERFRIN" FALSE
"3114" "BLOKIUMDIU" FALSE
"3115" "TAU SOLUBLES" FALSE
"3116" "DOGMATIL" FALSE
"3117" "INTERTOS" FALSE
"3118" "MINIMS FENILEFRINA HIDROCLORURO" FALSE
"3119" "AGNUCASTON" FALSE
"3120" "VALERIANA" FALSE
"3121" "IODINA" FALSE
"3122" "IGAMAD" FALSE
"3123" "NICORETTE FRESHFRUIT" FALSE
"3124" "ASEY" FALSE
"3125" "ARTROTEC" FALSE
"3126" "BISOLVON COMPOSITUM" FALSE
"3127" "CELLMUNE" FALSE
"3128" "RAGLYSA" FALSE
"3129" "MAYESTA" FALSE
"3130" "LEVURA" FALSE
"3131" "HERBION" FALSE
"3132" "ZINDACLIN" FALSE
"3133" "SUPOSITORIOS GLICERINA CUVE" FALSE
"3134" "NOOTROPIL" FALSE
"3135" "APOGAR" FALSE
"3136" "TELMARK" FALSE
"3137" "SPIRIVA RESPIMAT" FALSE
"3138" "IPINZAN" FALSE
"3139" "DERMOSA HIDROCORTISONA" FALSE
"3140" "HALCION" TRUE
"3141" "LIDET" FALSE
"3142" "ELEBLOC" FALSE
"3143" "LORAZEPAM DESGEN" TRUE
"3144" "UTEFOS" FALSE
"3145" "VESANOID" FALSE
"3146" "ELLURA" FALSE
"3147" "EXOREX" FALSE
"3148" "FIBRAGUAR" FALSE
"3149" "RESOLOR" FALSE
"3150" "CONDRODIN" FALSE
"3151" "RENITEC" FALSE
"3152" "TAFLOTAN" FALSE
"3153" "LAXOR" FALSE
"3154" "SEASONIQUE" FALSE
"3155" "NORVAS" FALSE
"3156" "ZOREQUIN" FALSE
"3157" "DILUTOL HTA" FALSE
"3158" "DEPRELIO" FALSE
"3159" "GLUFAN" FALSE
"3160" "NATULAN" FALSE
"3161" "ODAMIDA" FALSE
"3162" "SUNIDERMA" FALSE
"3163" "BENORAL" FALSE
"3164" "MENALMINA CUTANEO" FALSE
"3165" "PARACETAMOL WINADOL" FALSE
"3166" "MODIODAL" FALSE
"3167" "VIRGINIA" FALSE
"3168" "ROSALGIN PRONTO" FALSE
"3169" "IBUKEY" FALSE
"3170" "PIGMENTASA" FALSE
"3171" "PROGYLUTON" FALSE
"3172" "ELISSAN" FALSE
"3173" "PASTA LASSAR IMBA" FALSE
"3174" "SUTRIL" FALSE
"3175" "ROCILIK" FALSE
"3176" "ZOFRAN ZYDIS" FALSE
"3177" "MELATONITE" FALSE
"3178" "MOLAXOLE" FALSE
"3179" "SUTRIL HTA" FALSE
"3180" "INTESTIFALK UNO" FALSE
"3181" "FENIVIR" FALSE
"3182" "LIDBREE" FALSE
"3183" "IBUPROFENO WINADOL" FALSE
"3184" "ALPHAGAN" FALSE
"3185" "ABICREM" FALSE
"3186" "AZARGA" FALSE
"3187" "CONDROSAN" FALSE
"3188" "FLUOCID" FALSE
"3189" "GLUCOLON" FALSE
"3190" "NANI" FALSE
"3191" "ESPIKUR" FALSE
"3192" "BIMADE" FALSE
"3193" "LUMYKRAS" FALSE
"3194" "METVIX" FALSE
"3195" "NIQUITIN MINT" FALSE
"3196" "ITRAGERM" FALSE
"3197" "REANDRON" FALSE
"3198" "NITRENDIPINO" FALSE
"3199" "BESTER" FALSE
"3200" "RUPATADINA STADA" FALSE
"3201" "XGEVA" FALSE
"3202" "LOSEC" FALSE
"3203" "CLARELUX" FALSE
"3204" "TAVULUS" FALSE
"3205" "TEPAZEPAN" TRUE
"3206" "AIACET" FALSE
"3207" "LAMISIL" FALSE
"3208" "SELINCRO" FALSE
"3209" "TERRAMICINA" FALSE
"3210" "BRETARIS GENUAIR" FALSE
"3211" "FOMED" FALSE
"3212" "LAVIRK" FALSE
"3213" "CONDROITIN" FALSE
"3214" "PLACINORAL" TRUE
"3215" "NEXAVAR" FALSE
"3216" "HIBERIX DISOLVENTE" FALSE
"3217" "ESRAN" FALSE
"3218" "UTROGESTAN" FALSE
"3219" "RINOCUSI VITAMINICO" FALSE
"3220" "TRILOMBRIN" FALSE
"3221" "ABSORCOL" FALSE
"3222" "COSOPT PF" FALSE
"3223" "OMEKASTE" FALSE
"3224" "DIMETRIO" FALSE
"3225" "GASTRIMUT" FALSE
"3226" "IBUFEN XPRESS" FALSE
"3227" "PAIDOLAX" FALSE
"3228" "PLENDIL" FALSE
"3229" "NUTRASONA" FALSE
"3230" "SILOCALM" TRUE
"3231" "SOÑODOR DIFENHIDRAMINA" FALSE
"3232" "POTENCIATOR" FALSE
"3233" "HMGLEPORI" FALSE
"3234" "GREGAL" FALSE
"3235" "TOSHEDRA" FALSE
"3236" "ORAP" FALSE
"3237" "AZIBE" FALSE
"3238" "ATEROGER" FALSE
"3239" "ALIVIOSIN" FALSE
"3240" "NASOLINA" FALSE
"3241" "OSMILLE" FALSE
"3242" "LIZMIN" FALSE
"3243" "SALCEDOL" FALSE
"3244" "CICLOSEB" FALSE
"3245" "ENIT" FALSE
"3246" "INHALVICKS" FALSE
"3247" "CAFINITRINA" FALSE
"3248" "BUCOSIL" FALSE
"3249" "CALCITONINA" FALSE
"3250" "VIZIBIM" FALSE
"3251" "WELLVONE" FALSE
"3252" "ORAQIX PERIODONTAL" FALSE
"3253" "PROGYNOVA" FALSE
"3254" "SENSHIO" FALSE
"3255" "BETATUL" FALSE
"3256" "MAPOLI" FALSE
"3257" "BACNAS" FALSE
"3258" "CANADIOL" FALSE
"3259" "BLASGINA" FALSE
"3260" "FISIOLOGICA RESPITOL" FALSE
"3261" "EMLA" FALSE
"3262" "MAXPIL" FALSE
"3263" "ADIAVAL" FALSE
"3264" "DERSINDOL" FALSE
"3265" "SENSEDOL" FALSE
"3266" "IMPLANON NXT" FALSE
"3267" "DIANBEN" FALSE
"3268" "ORACEA" FALSE
"3269" "TERRAMICINA OFTALMICA" FALSE
"3270" "ULCESEP" FALSE
"3271" "TUSSAL" FALSE
"3272" "MEGEFREN" FALSE
"3273" "KYLEENA" FALSE
"3274" "DEFAL" FALSE
"3275" "BECOZYME" FALSE
"3276" "TOMIZOL" FALSE
"3277" "ISOPTO" FALSE
"3278" "ADULAX" FALSE
"3279" "FOSAMAX" FALSE
"3280" "NEOCARE" FALSE
"3281" "CLINADIL" FALSE
"3282" "TANAKENE" FALSE
"3283" "VALENAT" FALSE
"3284" "PARIZAC" FALSE
"3285" "YSELTY" FALSE
"3286" "LAMBDALINA" FALSE
"3287" "ADALGUR" FALSE
"3288" "PERIACTIN" FALSE
"3289" "OSTEOPOR" FALSE
"3290" "KALLYA" FALSE
"3291" "FEPARIL" FALSE
"3292" "AGRELAN" FALSE
"3293" "FINTEPLA" FALSE
"3294" "SOTAPOR" FALSE
"3295" "BRENTAN" FALSE
"3296" "FUCITHALMIC" FALSE
"3297" "ZEMPLAR" FALSE
"3298" "COROPRES" FALSE
"3299" "DOLOCATIL" FALSE
"3300" "PLURIMEN" FALSE
"3301" "ABIMOX" FALSE
"3302" "MIRVASO" FALSE
"3303" "ISODIUR" FALSE
"3304" "ALOXIDIL" FALSE
"3305" "LIPOLASIC" FALSE
"3306" "TIBICARE" FALSE
"3307" "KIVIZIDIALE" FALSE
"3308" "MIDACINA" FALSE
"3309" "ZOLICO" FALSE
"3310" "SALAZOPYRINA" FALSE
"3311" "BILASTINA TEVAGEN" FALSE
"3312" "POLIBUTIN" FALSE
"3313" "EMADINE" FALSE
"3314" "REMIDOL" FALSE
"3315" "CASENFILUS" FALSE
"3316" "RIMSTAR" FALSE
"3317" "OPTALIDON" FALSE
"3318" "ARNICAMED ARNICA" FALSE
"3319" "PSICO SOMA GRAGEAS" FALSE
"3320" "OFLOXACINO" FALSE
"3321" "ANALGILASA" TRUE
"3322" "TRIMETAZIDINA" FALSE
"3323" "SOTALOL" FALSE
"3324" "SPORANOX" FALSE
"3325" "VICTOZA" FALSE
"3326" "PERMIXON" FALSE
"3327" "STREPSILS LIDOCAINA" FALSE
"3328" "PICOPREP" FALSE
"3329" "DUAKLIR GENUAIR" FALSE
"3330" "TOSSEVO" FALSE
"3331" "ALERCINA" FALSE
"3332" "DUODART" FALSE
"3333" "LINCOCIN" FALSE
"3334" "MOVYMIA" FALSE
"3335" "DUOKOPT" FALSE
"3336" "OFTALMOLOSA CUSI ICOL OFTALMICA" FALSE
"3337" "FENERGAN" FALSE
"3338" "PANKREOFLAT" FALSE
"3339" "CYTOTEC" FALSE
"3340" "CUSICROM OFTALMICO" FALSE
"3341" "PIROXICAM" FALSE
"3342" "REMIFEMIN" FALSE
"3343" "VISCOTEINA" FALSE
"3344" "CATAPRESAN" FALSE
"3345" "LUNDIRAN" FALSE
"3346" "TRANGOREX" FALSE
"3347" "GRIPACOLD" FALSE
"3348" "DITROPAN" FALSE
"3349" "TROXERUTINA" FALSE
"3350" "REXILEN" FALSE
"3351" "RIFALDIN" FALSE
"3352" "BLASTON" FALSE
"3353" "BIXCAR" FALSE
"3354" "DAKTARIN" FALSE
"3355" "ZELIDERM" FALSE
"3356" "STRATTERA" FALSE
"3357" "SERNAX" FALSE
"3358" "DIFUR" FALSE
"3359" "TOSYSTOP" FALSE
"3360" "TRUMSAL" FALSE
"3361" "TILKER" FALSE
"3362" "HIDRASEC" FALSE
"3363" "OMACOR" FALSE
"3364" "PLEOPAR" FALSE
"3365" "SEEBRI BREEZHALER" FALSE
"3366" "ABRADEL" FALSE
"3367" "EPIDYOLEX" FALSE
"3368" "MYAMBUTOL" FALSE
"3369" "CAPSICIN" FALSE
"3370" "ITNOGEN" FALSE
"3371" "BEKUNIS" FALSE
"3372" "PERSANTIN" FALSE
"3373" "ANTIBIOTICA LIADE" FALSE
"3374" "MUCOACTIOL" FALSE
"3375" "FUNGAREST" FALSE
"3376" "RENITECMAX" FALSE
"3377" "NUCLOSINA" FALSE
"3378" "TRAJENTA" FALSE
"3379" "CONSTELLA" FALSE
"3380" "RHINOCORT" FALSE
"3381" "AZELASTINA ABAMED" FALSE
"3382" "JUANOLTUS" FALSE
"3383" "BETOPTIC" FALSE
"3384" "SALAGEN" FALSE
"3385" "IBUCALM" FALSE
"3386" "FRISPEC" FALSE
"3387" "FERRO SANOL" FALSE
"3388" "HEXVIX" FALSE
"3389" "FOLICO ASPOL" FALSE
"3390" "SOLACUTAN" FALSE
"3391" "PROCTOSTEROID" FALSE
"3392" "ZESTRIL" FALSE
"3393" "NADIXA" FALSE
"3394" "METOPIRONE" FALSE
"3395" "LYSODREN" FALSE
"3396" "SINERGINA" FALSE
"3397" "TRICOLAM" FALSE
"3398" "SEDISTRESS" FALSE
"3399" "PROZAC" FALSE
"3400" "TESTEX" FALSE
"3401" "FLUOMIZIN" FALSE
"3402" "SCHOLMED" FALSE
"3403" "SILARINE" FALSE
"3404" "NACREZ" FALSE
"3405" "NUVAXOVID" FALSE
"3406" "VERRUPATCH" FALSE
"3407" "PROCTOLOG SUPOSITORIOS" FALSE
"3408" "NAVELA" FALSE
"3409" "ROTERCYSTI" FALSE
"3410" "CELLUFRESH" FALSE
"3411" "COMTAN" FALSE
"3412" "LANIRAPID" FALSE
"3413" "JIAX" FALSE
"3414" "TARGRETIN" FALSE
"3415" "TENORETIC" FALSE
"3416" "FARMAPROINA" FALSE
"3417" "INASPIR ACCUHALER" FALSE
"3418" "LEVETIRACETAM ARISTOGEN" FALSE
"3419" "DIUZINE" FALSE
"3420" "PAZITAL" FALSE
"3421" "CYCLOGEST" FALSE
"3422" "SECREPAT ANIS" FALSE
"3423" "MODANE" FALSE
"3424" "ENEAS" FALSE
"3425" "PHARMAGRIP" FALSE
"3426" "QUTENZA" FALSE
"3427" "FARINGENILO" FALSE
"3428" "FLATORIL" FALSE
"3429" "TRELEGY ELLIPTA" FALSE
"3430" "LEGALON" FALSE
"3431" "LICOSTRATA" FALSE
"3432" "MELANASA" FALSE
"3433" "CLORAMBUCILO" FALSE
"3434" "AXHIDROX" FALSE
"3435" "KEMADREN" FALSE
"3436" "CANESMYCOSPOR ONICOSET" FALSE
"3437" "CORENITEC" FALSE
"3438" "VIRUDERM" FALSE
"3439" "TARKA" FALSE
"3440" "ESIDREX" FALSE
"3441" "SAVEPROST" FALSE
"3442" "DORZOLAMIDA" FALSE
"3443" "ETUMINA" FALSE
"3444" "OZANEX" FALSE
"3445" "CANEPHRON" FALSE
"3446" "OSVICAL" FALSE
"3447" "GRIPPAL FENILEFRINA" FALSE
"3448" "MONOVO" FALSE
"3449" "NEPEXTO" FALSE
"3450" "ENANGEL" FALSE
"3451" "BIOSELENIUM" FALSE
"3452" "DUAVIVE" FALSE
"3453" "MAYUL" FALSE
"3454" "FORMATRIS NOVOLIZER" FALSE
"3455" "LACIMEN" FALSE
"3456" "FELODIPINO" FALSE
"3457" "ROFLUMILAST" FALSE
"3458" "MEGAMILBEDOCE" FALSE
"3459" "SCANDONEST" FALSE
"3460" "PIK CALLICIDA COLODION" FALSE
"3461" "TIBOLONA" FALSE
"3462" "BILASTINA ALTERPHARMA" FALSE
"3463" "CIRCULAVEEL" FALSE
"3464" "CRECIL" FALSE
"3465" "SALUD" FALSE
"3466" "MOMETASONA FUROATO GENERICOS" FALSE
"3467" "ANAGRELIDA GLENMARK" FALSE
"3468" "ZAFRIL" FALSE
"3469" "LACIDIPINO" FALSE
"3470" "CALODIS" FALSE
"3471" "ENUREV BREEZHALER" FALSE
"3472" "BRONQUIDIAZINA" FALSE
"3473" "NEMACTIL" FALSE
"3474" "OMEREFLUX" FALSE
"3475" "GASTRODENOL" FALSE
"3476" "ROZEX" FALSE
"3477" "SOLTRIM" FALSE
"3478" "ABISAX" FALSE
"3479" "MEZAVANT" FALSE
"3480" "RUSCUS" FALSE
"3481" "UNIMASDIL" FALSE
"3482" "FORSTEO" FALSE
"3483" "STUGERON" FALSE
"3484" "LIVTENCITY" FALSE
"3485" "PROSTACUR" FALSE
"3486" "MENSIFEM" FALSE
"3487" "DIMAZ" FALSE
"3488" "FRIONEX" FALSE
"3489" "OMAPREN" FALSE
"3490" "DIERTINE" FALSE
"3491" "VISKERN" FALSE
"3492" "FARINSTOP" FALSE
"3493" "NEOSTIGMINA" FALSE
"3494" "ETOSUXIMIDA" FALSE
"3495" "CATIOLANZE" FALSE
"3496" "ARGENPAL" FALSE
"3497" "BRONCOVIR" FALSE
"3498" "CLARAL" FALSE
"3499" "ANSIUM" TRUE
"3500" "BUSCOPRESC COMPOSITUM" FALSE
"3501" "ALDODERMA" FALSE
"3502" "OTOCIPRIN" FALSE
"3503" "PLANTAGO OVATA MADAUS" FALSE
"3504" "ABASAGLAR" FALSE
"3505" "TIXTELLER" FALSE
"3506" "TERROSA" FALSE
